"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","UNEMP","TOT","PC_LF","Q","1966-Q3",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1966-Q4",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1967-Q1",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1967-Q2",2,
"AUS","UNEMP","TOT","PC_LF","Q","1967-Q3",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1967-Q4",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1968-Q1",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1968-Q2",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1968-Q3",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1968-Q4",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1969-Q1",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1969-Q2",1.8,
"AUS","UNEMP","TOT","PC_LF","Q","1969-Q3",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1969-Q4",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1970-Q1",1.6,
"AUS","UNEMP","TOT","PC_LF","Q","1970-Q2",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1970-Q3",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1970-Q4",1.6,
"AUS","UNEMP","TOT","PC_LF","Q","1971-Q1",1.7,
"AUS","UNEMP","TOT","PC_LF","Q","1971-Q2",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1971-Q3",1.9,
"AUS","UNEMP","TOT","PC_LF","Q","1971-Q4",2.2,
"AUS","UNEMP","TOT","PC_LF","Q","1972-Q1",2.4,
"AUS","UNEMP","TOT","PC_LF","Q","1972-Q2",2.4,
"AUS","UNEMP","TOT","PC_LF","Q","1972-Q3",2.9,
"AUS","UNEMP","TOT","PC_LF","Q","1972-Q4",2.8,
"AUS","UNEMP","TOT","PC_LF","Q","1973-Q1",2.6,
"AUS","UNEMP","TOT","PC_LF","Q","1973-Q2",2.3,
"AUS","UNEMP","TOT","PC_LF","Q","1973-Q3",2.1,
"AUS","UNEMP","TOT","PC_LF","Q","1973-Q4",2.1,
"AUS","UNEMP","TOT","PC_LF","Q","1974-Q1",2.1,
"AUS","UNEMP","TOT","PC_LF","Q","1974-Q2",2.1,
"AUS","UNEMP","TOT","PC_LF","Q","1974-Q3",2.7,
"AUS","UNEMP","TOT","PC_LF","Q","1974-Q4",4,
"AUS","UNEMP","TOT","PC_LF","Q","1975-Q1",4.8,
"AUS","UNEMP","TOT","PC_LF","Q","1975-Q2",4.8,
"AUS","UNEMP","TOT","PC_LF","Q","1975-Q3",4.7,
"AUS","UNEMP","TOT","PC_LF","Q","1975-Q4",5.4,
"AUS","UNEMP","TOT","PC_LF","Q","1976-Q1",4.9,
"AUS","UNEMP","TOT","PC_LF","Q","1976-Q2",4.5,
"AUS","UNEMP","TOT","PC_LF","Q","1976-Q3",4.8,
"AUS","UNEMP","TOT","PC_LF","Q","1976-Q4",4.9,
"AUS","UNEMP","TOT","PC_LF","Q","1977-Q1",5.2,
"AUS","UNEMP","TOT","PC_LF","Q","1977-Q2",5.6,
"AUS","UNEMP","TOT","PC_LF","Q","1977-Q3",5.8,
"AUS","UNEMP","TOT","PC_LF","Q","1977-Q4",5.9,"B"
"AUS","UNEMP","TOT","PC_LF","Q","1978-Q1",6.6,
"AUS","UNEMP","TOT","PC_LF","Q","1978-Q2",6.261002,
"AUS","UNEMP","TOT","PC_LF","Q","1978-Q3",6.322111,
"AUS","UNEMP","TOT","PC_LF","Q","1978-Q4",6.301282,
"AUS","UNEMP","TOT","PC_LF","Q","1979-Q1",6.311018,
"AUS","UNEMP","TOT","PC_LF","Q","1979-Q2",6.318651,
"AUS","UNEMP","TOT","PC_LF","Q","1979-Q3",6.209434,
"AUS","UNEMP","TOT","PC_LF","Q","1979-Q4",6.184268,
"AUS","UNEMP","TOT","PC_LF","Q","1980-Q1",6.027957,
"AUS","UNEMP","TOT","PC_LF","Q","1980-Q2",6.228838,
"AUS","UNEMP","TOT","PC_LF","Q","1980-Q3",6.132837,
"AUS","UNEMP","TOT","PC_LF","Q","1980-Q4",5.986695,
"AUS","UNEMP","TOT","PC_LF","Q","1981-Q1",5.760513,
"AUS","UNEMP","TOT","PC_LF","Q","1981-Q2",5.506662,
"AUS","UNEMP","TOT","PC_LF","Q","1981-Q3",5.829663,
"AUS","UNEMP","TOT","PC_LF","Q","1981-Q4",5.966007,
"AUS","UNEMP","TOT","PC_LF","Q","1982-Q1",6.205548,
"AUS","UNEMP","TOT","PC_LF","Q","1982-Q2",6.565273,
"AUS","UNEMP","TOT","PC_LF","Q","1982-Q3",7.109357,
"AUS","UNEMP","TOT","PC_LF","Q","1982-Q4",8.793272,
"AUS","UNEMP","TOT","PC_LF","Q","1983-Q1",9.637801,
"AUS","UNEMP","TOT","PC_LF","Q","1983-Q2",10.22699,
"AUS","UNEMP","TOT","PC_LF","Q","1983-Q3",10.35579,
"AUS","UNEMP","TOT","PC_LF","Q","1983-Q4",9.70752,
"AUS","UNEMP","TOT","PC_LF","Q","1984-Q1",9.365237,
"AUS","UNEMP","TOT","PC_LF","Q","1984-Q2",9.135102,
"AUS","UNEMP","TOT","PC_LF","Q","1984-Q3",8.8246,
"AUS","UNEMP","TOT","PC_LF","Q","1984-Q4",8.632218,
"AUS","UNEMP","TOT","PC_LF","Q","1985-Q1",8.535896,
"AUS","UNEMP","TOT","PC_LF","Q","1985-Q2",8.450569,
"AUS","UNEMP","TOT","PC_LF","Q","1985-Q3",8.17118,
"AUS","UNEMP","TOT","PC_LF","Q","1985-Q4",7.86185,
"AUS","UNEMP","TOT","PC_LF","Q","1986-Q1",7.912858,
"AUS","UNEMP","TOT","PC_LF","Q","1986-Q2",7.801101,
"AUS","UNEMP","TOT","PC_LF","Q","1986-Q3",8.231146,
"AUS","UNEMP","TOT","PC_LF","Q","1986-Q4",8.331143,
"AUS","UNEMP","TOT","PC_LF","Q","1987-Q1",8.278778,
"AUS","UNEMP","TOT","PC_LF","Q","1987-Q2",8.17098,
"AUS","UNEMP","TOT","PC_LF","Q","1987-Q3",7.981106,
"AUS","UNEMP","TOT","PC_LF","Q","1987-Q4",7.915376,
"AUS","UNEMP","TOT","PC_LF","Q","1988-Q1",7.51877,
"AUS","UNEMP","TOT","PC_LF","Q","1988-Q2",7.644885,
"AUS","UNEMP","TOT","PC_LF","Q","1988-Q3",6.921962,
"AUS","UNEMP","TOT","PC_LF","Q","1988-Q4",6.7546,
"AUS","UNEMP","TOT","PC_LF","Q","1989-Q1",6.595483,
"AUS","UNEMP","TOT","PC_LF","Q","1989-Q2",6.16462,
"AUS","UNEMP","TOT","PC_LF","Q","1989-Q3",6.008063,
"AUS","UNEMP","TOT","PC_LF","Q","1989-Q4",5.853147,
"AUS","UNEMP","TOT","PC_LF","Q","1990-Q1",6.230074,
"AUS","UNEMP","TOT","PC_LF","Q","1990-Q2",6.464733,
"AUS","UNEMP","TOT","PC_LF","Q","1990-Q3",7.225496,
"AUS","UNEMP","TOT","PC_LF","Q","1990-Q4",7.867661,
"AUS","UNEMP","TOT","PC_LF","Q","1991-Q1",8.732166,
"AUS","UNEMP","TOT","PC_LF","Q","1991-Q2",9.633968,
"AUS","UNEMP","TOT","PC_LF","Q","1991-Q3",9.837549,
"AUS","UNEMP","TOT","PC_LF","Q","1991-Q4",10.21985,
"AUS","UNEMP","TOT","PC_LF","Q","1992-Q1",10.4163,
"AUS","UNEMP","TOT","PC_LF","Q","1992-Q2",10.63437,
"AUS","UNEMP","TOT","PC_LF","Q","1992-Q3",10.82286,
"AUS","UNEMP","TOT","PC_LF","Q","1992-Q4",11.14856,
"AUS","UNEMP","TOT","PC_LF","Q","1993-Q1",10.90236,
"AUS","UNEMP","TOT","PC_LF","Q","1993-Q2",10.84927,
"AUS","UNEMP","TOT","PC_LF","Q","1993-Q3",10.88787,
"AUS","UNEMP","TOT","PC_LF","Q","1993-Q4",10.88778,
"AUS","UNEMP","TOT","PC_LF","Q","1994-Q1",10.44078,
"AUS","UNEMP","TOT","PC_LF","Q","1994-Q2",9.88349,
"AUS","UNEMP","TOT","PC_LF","Q","1994-Q3",9.475636,
"AUS","UNEMP","TOT","PC_LF","Q","1994-Q4",9.057037,
"AUS","UNEMP","TOT","PC_LF","Q","1995-Q1",8.76616,
"AUS","UNEMP","TOT","PC_LF","Q","1995-Q2",8.365288,
"AUS","UNEMP","TOT","PC_LF","Q","1995-Q3",8.369097,
"AUS","UNEMP","TOT","PC_LF","Q","1995-Q4",8.390409,
"AUS","UNEMP","TOT","PC_LF","Q","1996-Q1",8.401035,
"AUS","UNEMP","TOT","PC_LF","Q","1996-Q2",8.416111,
"AUS","UNEMP","TOT","PC_LF","Q","1996-Q3",8.620709,
"AUS","UNEMP","TOT","PC_LF","Q","1996-Q4",8.620214,
"AUS","UNEMP","TOT","PC_LF","Q","1997-Q1",8.620308,
"AUS","UNEMP","TOT","PC_LF","Q","1997-Q2",8.482506,
"AUS","UNEMP","TOT","PC_LF","Q","1997-Q3",8.373858,
"AUS","UNEMP","TOT","PC_LF","Q","1997-Q4",7.976696,
"AUS","UNEMP","TOT","PC_LF","Q","1998-Q1",7.84032,
"AUS","UNEMP","TOT","PC_LF","Q","1998-Q2",7.733786,
"AUS","UNEMP","TOT","PC_LF","Q","1998-Q3",7.787788,
"AUS","UNEMP","TOT","PC_LF","Q","1998-Q4",7.374857,
"AUS","UNEMP","TOT","PC_LF","Q","1999-Q1",7.082345,
"AUS","UNEMP","TOT","PC_LF","Q","1999-Q2",6.886154,
"AUS","UNEMP","TOT","PC_LF","Q","1999-Q3",6.874187,
"AUS","UNEMP","TOT","PC_LF","Q","1999-Q4",6.633432,
"AUS","UNEMP","TOT","PC_LF","Q","2000-Q1",6.650921,
"AUS","UNEMP","TOT","PC_LF","Q","2000-Q2",6.302214,
"AUS","UNEMP","TOT","PC_LF","Q","2000-Q3",5.989535,
"AUS","UNEMP","TOT","PC_LF","Q","2000-Q4",6.171558,
"AUS","UNEMP","TOT","PC_LF","Q","2001-Q1",6.367167,
"AUS","UNEMP","TOT","PC_LF","Q","2001-Q2",6.869777,
"AUS","UNEMP","TOT","PC_LF","Q","2001-Q3",6.867413,
"AUS","UNEMP","TOT","PC_LF","Q","2001-Q4",6.979589,
"AUS","UNEMP","TOT","PC_LF","Q","2002-Q1",6.626778,
"AUS","UNEMP","TOT","PC_LF","Q","2002-Q2",6.40512,
"AUS","UNEMP","TOT","PC_LF","Q","2002-Q3",6.280038,
"AUS","UNEMP","TOT","PC_LF","Q","2002-Q4",6.157427,
"AUS","UNEMP","TOT","PC_LF","Q","2003-Q1",6.05596,
"AUS","UNEMP","TOT","PC_LF","Q","2003-Q2",6.051751,
"AUS","UNEMP","TOT","PC_LF","Q","2003-Q3",5.906679,
"AUS","UNEMP","TOT","PC_LF","Q","2003-Q4",5.70855,
"AUS","UNEMP","TOT","PC_LF","Q","2004-Q1",5.537503,
"AUS","UNEMP","TOT","PC_LF","Q","2004-Q2",5.436403,
"AUS","UNEMP","TOT","PC_LF","Q","2004-Q3",5.478761,
"AUS","UNEMP","TOT","PC_LF","Q","2004-Q4",5.117804,
"AUS","UNEMP","TOT","PC_LF","Q","2005-Q1",5.107617,
"AUS","UNEMP","TOT","PC_LF","Q","2005-Q2",5.057871,
"AUS","UNEMP","TOT","PC_LF","Q","2005-Q3",4.957788,
"AUS","UNEMP","TOT","PC_LF","Q","2005-Q4",5.007646,
"AUS","UNEMP","TOT","PC_LF","Q","2006-Q1",5.045556,
"AUS","UNEMP","TOT","PC_LF","Q","2006-Q2",4.858198,
"AUS","UNEMP","TOT","PC_LF","Q","2006-Q3",4.677259,
"AUS","UNEMP","TOT","PC_LF","Q","2006-Q4",4.51562,
"AUS","UNEMP","TOT","PC_LF","Q","2007-Q1",4.550884,
"AUS","UNEMP","TOT","PC_LF","Q","2007-Q2",4.325695,
"AUS","UNEMP","TOT","PC_LF","Q","2007-Q3",4.253597,
"AUS","UNEMP","TOT","PC_LF","Q","2007-Q4",4.354125,
"AUS","UNEMP","TOT","PC_LF","Q","2008-Q1",4.087017,
"AUS","UNEMP","TOT","PC_LF","Q","2008-Q2",4.259406,
"AUS","UNEMP","TOT","PC_LF","Q","2008-Q3",4.182972,
"AUS","UNEMP","TOT","PC_LF","Q","2008-Q4",4.441464,
"AUS","UNEMP","TOT","PC_LF","Q","2009-Q1",5.309795,
"AUS","UNEMP","TOT","PC_LF","Q","2009-Q2",5.730074,
"AUS","UNEMP","TOT","PC_LF","Q","2009-Q3",5.678942,
"AUS","UNEMP","TOT","PC_LF","Q","2009-Q4",5.558154,
"AUS","UNEMP","TOT","PC_LF","Q","2010-Q1",5.332852,
"AUS","UNEMP","TOT","PC_LF","Q","2010-Q2",5.291644,
"AUS","UNEMP","TOT","PC_LF","Q","2010-Q3",5.120365,
"AUS","UNEMP","TOT","PC_LF","Q","2010-Q4",5.090662,
"AUS","UNEMP","TOT","PC_LF","Q","2011-Q1",4.97231,
"AUS","UNEMP","TOT","PC_LF","Q","2011-Q2",4.963513,
"AUS","UNEMP","TOT","PC_LF","Q","2011-Q3",5.1886,
"AUS","UNEMP","TOT","PC_LF","Q","2011-Q4",5.205448,
"AUS","UNEMP","TOT","PC_LF","Q","2012-Q1",5.147965,
"AUS","UNEMP","TOT","PC_LF","Q","2012-Q2",5.119127,
"AUS","UNEMP","TOT","PC_LF","Q","2012-Q3",5.268782,
"AUS","UNEMP","TOT","PC_LF","Q","2012-Q4",5.367476,
"AUS","UNEMP","TOT","PC_LF","Q","2013-Q1",5.484305,
"AUS","UNEMP","TOT","PC_LF","Q","2013-Q2",5.630912,
"AUS","UNEMP","TOT","PC_LF","Q","2013-Q3",5.716399,
"AUS","UNEMP","TOT","PC_LF","Q","2013-Q4",5.841943,
"AUS","UNEMP","TOT","PC_LF","Q","2014-Q1",5.905007,
"AUS","UNEMP","TOT","PC_LF","Q","2014-Q2",5.926771,
"AUS","UNEMP","TOT","PC_LF","Q","2014-Q3",6.158462,
"AUS","UNEMP","TOT","PC_LF","Q","2014-Q4",6.257359,
"AUS","UNEMP","TOT","PC_LF","Q","2015-Q1",6.185009,
"AUS","UNEMP","TOT","PC_LF","Q","2015-Q2",6.016099,
"AUS","UNEMP","TOT","PC_LF","Q","2015-Q3",6.167614,
"AUS","UNEMP","TOT","PC_LF","Q","2015-Q4",5.84102,
"AUS","UNEMP","TOT","PC_LF","Q","2016-Q1",5.781894,
"AUS","UNEMP","TOT","PC_LF","Q","2016-Q2",5.685089,
"AUS","UNEMP","TOT","PC_LF","Q","2016-Q3",5.639951,
"AUS","UNEMP","TOT","PC_LF","Q","2016-Q4",5.728661,
"AUS","UNEMP","TOT","PC_LF","Q","2017-Q1",5.791324,
"AUS","UNEMP","TOT","PC_LF","Q","2017-Q2",5.583976,
"AUS","UNEMP","TOT","PC_LF","Q","2017-Q3",5.50631,
"AUS","UNEMP","TOT","PC_LF","Q","2017-Q4",5.467478,
"AUS","UNEMP","TOT","PC_LF","Q","2018-Q1",5.527508,
"AUS","UNEMP","TOT","PC_LF","Q","2018-Q2",5.415375,
"AUS","UNEMP","TOT","PC_LF","Q","2018-Q3",5.176737,
"AUS","UNEMP","TOT","PC_LF","Q","2018-Q4",5.04031,
"AUS","UNEMP","TOT","PC_LF","Q","2019-Q1",5.033767,
"AUS","UNEMP","TOT","PC_LF","Q","2019-Q2",5.227276,
"AUS","UNEMP","TOT","PC_LF","Q","2019-Q3",5.229397,
"AUT","UNEMP","TOT","PC_LF","Q","1969-Q1",2.28056,
"AUT","UNEMP","TOT","PC_LF","Q","1969-Q2",1.799027,
"AUT","UNEMP","TOT","PC_LF","Q","1969-Q3",1.735777,
"AUT","UNEMP","TOT","PC_LF","Q","1969-Q4",1.718443,
"AUT","UNEMP","TOT","PC_LF","Q","1970-Q1",1.538099,
"AUT","UNEMP","TOT","PC_LF","Q","1970-Q2",1.328224,
"AUT","UNEMP","TOT","PC_LF","Q","1970-Q3",1.198998,
"AUT","UNEMP","TOT","PC_LF","Q","1970-Q4",1.225661,
"AUT","UNEMP","TOT","PC_LF","Q","1971-Q1",1.173203,
"AUT","UNEMP","TOT","PC_LF","Q","1971-Q2",1.33824,
"AUT","UNEMP","TOT","PC_LF","Q","1971-Q3",1.042691,
"AUT","UNEMP","TOT","PC_LF","Q","1971-Q4",1.277456,
"AUT","UNEMP","TOT","PC_LF","Q","1972-Q1",1.15306,
"AUT","UNEMP","TOT","PC_LF","Q","1972-Q2",1.064005,
"AUT","UNEMP","TOT","PC_LF","Q","1972-Q3",1.357699,
"AUT","UNEMP","TOT","PC_LF","Q","1972-Q4",1.039917,
"AUT","UNEMP","TOT","PC_LF","Q","1973-Q1",1.035841,
"AUT","UNEMP","TOT","PC_LF","Q","1973-Q2",1.177305,
"AUT","UNEMP","TOT","PC_LF","Q","1973-Q3",1.108755,
"AUT","UNEMP","TOT","PC_LF","Q","1973-Q4",0.9943526,
"AUT","UNEMP","TOT","PC_LF","Q","1974-Q1",1.26808,
"AUT","UNEMP","TOT","PC_LF","Q","1974-Q2",1.299121,
"AUT","UNEMP","TOT","PC_LF","Q","1974-Q3",1.308654,
"AUT","UNEMP","TOT","PC_LF","Q","1974-Q4",1.478947,
"AUT","UNEMP","TOT","PC_LF","Q","1975-Q1",1.452747,
"AUT","UNEMP","TOT","PC_LF","Q","1975-Q2",1.88046,
"AUT","UNEMP","TOT","PC_LF","Q","1975-Q3",1.734818,
"AUT","UNEMP","TOT","PC_LF","Q","1975-Q4",1.982104,
"AUT","UNEMP","TOT","PC_LF","Q","1976-Q1",1.854092,
"AUT","UNEMP","TOT","PC_LF","Q","1976-Q2",1.830328,
"AUT","UNEMP","TOT","PC_LF","Q","1976-Q3",1.804084,
"AUT","UNEMP","TOT","PC_LF","Q","1976-Q4",1.657884,
"AUT","UNEMP","TOT","PC_LF","Q","1977-Q1",1.556965,
"AUT","UNEMP","TOT","PC_LF","Q","1977-Q2",1.492262,
"AUT","UNEMP","TOT","PC_LF","Q","1977-Q3",1.743809,
"AUT","UNEMP","TOT","PC_LF","Q","1977-Q4",1.708798,
"AUT","UNEMP","TOT","PC_LF","Q","1978-Q1",1.78792,
"AUT","UNEMP","TOT","PC_LF","Q","1978-Q2",2.194976,
"AUT","UNEMP","TOT","PC_LF","Q","1978-Q3",2.050228,
"AUT","UNEMP","TOT","PC_LF","Q","1978-Q4",2.223532,
"AUT","UNEMP","TOT","PC_LF","Q","1979-Q1",2.196454,
"AUT","UNEMP","TOT","PC_LF","Q","1979-Q2",2.063658,
"AUT","UNEMP","TOT","PC_LF","Q","1979-Q3",2.00938,
"AUT","UNEMP","TOT","PC_LF","Q","1979-Q4",2.050331,
"AUT","UNEMP","TOT","PC_LF","Q","1980-Q1",1.729307,
"AUT","UNEMP","TOT","PC_LF","Q","1980-Q2",1.763711,
"AUT","UNEMP","TOT","PC_LF","Q","1980-Q3",2.052905,
"AUT","UNEMP","TOT","PC_LF","Q","1980-Q4",1.885693,
"AUT","UNEMP","TOT","PC_LF","Q","1981-Q1",2.130085,
"AUT","UNEMP","TOT","PC_LF","Q","1981-Q2",2.577704,
"AUT","UNEMP","TOT","PC_LF","Q","1981-Q3",2.53258,
"AUT","UNEMP","TOT","PC_LF","Q","1981-Q4",2.889663,
"AUT","UNEMP","TOT","PC_LF","Q","1982-Q1",2.902107,
"AUT","UNEMP","TOT","PC_LF","Q","1982-Q2",3.268415,
"AUT","UNEMP","TOT","PC_LF","Q","1982-Q3",3.767183,
"AUT","UNEMP","TOT","PC_LF","Q","1982-Q4",4.004116,
"AUT","UNEMP","TOT","PC_LF","Q","1983-Q1",4.186985,
"AUT","UNEMP","TOT","PC_LF","Q","1983-Q2",4.326129,
"AUT","UNEMP","TOT","PC_LF","Q","1983-Q3",4.280576,
"AUT","UNEMP","TOT","PC_LF","Q","1983-Q4",3.7363,
"AUT","UNEMP","TOT","PC_LF","Q","1984-Q1",3.937536,
"AUT","UNEMP","TOT","PC_LF","Q","1984-Q2",3.801948,
"AUT","UNEMP","TOT","PC_LF","Q","1984-Q3",3.670202,
"AUT","UNEMP","TOT","PC_LF","Q","1984-Q4",3.740511,
"AUT","UNEMP","TOT","PC_LF","Q","1985-Q1",3.584991,
"AUT","UNEMP","TOT","PC_LF","Q","1985-Q2",3.616743,
"AUT","UNEMP","TOT","PC_LF","Q","1985-Q3",3.645316,
"AUT","UNEMP","TOT","PC_LF","Q","1985-Q4",3.545668,
"AUT","UNEMP","TOT","PC_LF","Q","1986-Q1",3.312451,
"AUT","UNEMP","TOT","PC_LF","Q","1986-Q2",2.947661,
"AUT","UNEMP","TOT","PC_LF","Q","1986-Q3",2.836876,
"AUT","UNEMP","TOT","PC_LF","Q","1986-Q4",3.318925,
"AUT","UNEMP","TOT","PC_LF","Q","1987-Q1",3.932383,
"AUT","UNEMP","TOT","PC_LF","Q","1987-Q2",3.714838,
"AUT","UNEMP","TOT","PC_LF","Q","1987-Q3",3.986203,
"AUT","UNEMP","TOT","PC_LF","Q","1987-Q4",3.516049,
"AUT","UNEMP","TOT","PC_LF","Q","1988-Q1",3.595898,
"AUT","UNEMP","TOT","PC_LF","Q","1988-Q2",3.492004,
"AUT","UNEMP","TOT","PC_LF","Q","1988-Q3",3.606824,
"AUT","UNEMP","TOT","PC_LF","Q","1988-Q4",3.512885,
"AUT","UNEMP","TOT","PC_LF","Q","1989-Q1",3.068615,
"AUT","UNEMP","TOT","PC_LF","Q","1989-Q2",3.235731,
"AUT","UNEMP","TOT","PC_LF","Q","1989-Q3",2.959549,
"AUT","UNEMP","TOT","PC_LF","Q","1989-Q4",3.307182,
"AUT","UNEMP","TOT","PC_LF","Q","1990-Q1",3.153923,
"AUT","UNEMP","TOT","PC_LF","Q","1990-Q2",3.269969,
"AUT","UNEMP","TOT","PC_LF","Q","1990-Q3",3.412282,
"AUT","UNEMP","TOT","PC_LF","Q","1990-Q4",3.239165,
"AUT","UNEMP","TOT","PC_LF","Q","1991-Q1",3.383817,
"AUT","UNEMP","TOT","PC_LF","Q","1991-Q2",3.44205,
"AUT","UNEMP","TOT","PC_LF","Q","1991-Q3",3.58801,
"AUT","UNEMP","TOT","PC_LF","Q","1991-Q4",3.613474,
"AUT","UNEMP","TOT","PC_LF","Q","1992-Q1",3.392481,
"AUT","UNEMP","TOT","PC_LF","Q","1992-Q2",3.799317,
"AUT","UNEMP","TOT","PC_LF","Q","1992-Q3",3.598001,
"AUT","UNEMP","TOT","PC_LF","Q","1992-Q4",3.767504,
"AUT","UNEMP","TOT","PC_LF","Q","1993-Q1",3.944118,
"AUT","UNEMP","TOT","PC_LF","Q","1993-Q2",4.592782,
"AUT","UNEMP","TOT","PC_LF","Q","1993-Q3",4.287406,
"AUT","UNEMP","TOT","PC_LF","Q","1993-Q4",4.262313,
"AUT","UNEMP","TOT","PC_LF","Q","1994-Q1",3.624737,
"AUT","UNEMP","TOT","PC_LF","Q","1994-Q2",3.499498,
"AUT","UNEMP","TOT","PC_LF","Q","1994-Q3",3.720602,
"AUT","UNEMP","TOT","PC_LF","Q","1994-Q4",3.749457,
"AUT","UNEMP","TOT","PC_LF","Q","1995-Q1",3.797693,
"AUT","UNEMP","TOT","PC_LF","Q","1995-Q2",3.767207,
"AUT","UNEMP","TOT","PC_LF","Q","1995-Q3",3.728992,
"AUT","UNEMP","TOT","PC_LF","Q","1995-Q4",3.775972,
"AUT","UNEMP","TOT","PC_LF","Q","1996-Q1",4.4498,
"AUT","UNEMP","TOT","PC_LF","Q","1996-Q2",3.950621,
"AUT","UNEMP","TOT","PC_LF","Q","1996-Q3",4.083134,
"AUT","UNEMP","TOT","PC_LF","Q","1996-Q4",4.234755,
"AUT","UNEMP","TOT","PC_LF","Q","1997-Q1",4.283346,
"AUT","UNEMP","TOT","PC_LF","Q","1997-Q2",4.022891,
"AUT","UNEMP","TOT","PC_LF","Q","1997-Q3",4.596956,
"AUT","UNEMP","TOT","PC_LF","Q","1997-Q4",4.333293,
"AUT","UNEMP","TOT","PC_LF","Q","1998-Q1",4.414731,
"AUT","UNEMP","TOT","PC_LF","Q","1998-Q2",4.532305,
"AUT","UNEMP","TOT","PC_LF","Q","1998-Q3",4.12492,
"AUT","UNEMP","TOT","PC_LF","Q","1998-Q4",4.094907,
"AUT","UNEMP","TOT","PC_LF","Q","1999-Q1",3.906678,
"AUT","UNEMP","TOT","PC_LF","Q","1999-Q2",3.788499,
"AUT","UNEMP","TOT","PC_LF","Q","1999-Q3",3.577195,
"AUT","UNEMP","TOT","PC_LF","Q","1999-Q4",3.645211,
"AUT","UNEMP","TOT","PC_LF","Q","2000-Q1",3.924646,
"AUT","UNEMP","TOT","PC_LF","Q","2000-Q2",3.408328,
"AUT","UNEMP","TOT","PC_LF","Q","2000-Q3",3.443297,
"AUT","UNEMP","TOT","PC_LF","Q","2000-Q4",3.360643,
"AUT","UNEMP","TOT","PC_LF","Q","2001-Q1",3.362283,
"AUT","UNEMP","TOT","PC_LF","Q","2001-Q2",3.596802,
"AUT","UNEMP","TOT","PC_LF","Q","2001-Q3",3.628936,
"AUT","UNEMP","TOT","PC_LF","Q","2001-Q4",3.772768,
"AUT","UNEMP","TOT","PC_LF","Q","2002-Q1",4.120848,
"AUT","UNEMP","TOT","PC_LF","Q","2002-Q2",3.80403,
"AUT","UNEMP","TOT","PC_LF","Q","2002-Q3",3.93045,
"AUT","UNEMP","TOT","PC_LF","Q","2002-Q4",3.953032,
"AUT","UNEMP","TOT","PC_LF","Q","2003-Q1",4.143975,
"AUT","UNEMP","TOT","PC_LF","Q","2003-Q2",4.327829,
"AUT","UNEMP","TOT","PC_LF","Q","2003-Q3",4.237844,
"AUT","UNEMP","TOT","PC_LF","Q","2003-Q4",4.428619,
"AUT","UNEMP","TOT","PC_LF","Q","2004-Q1",5.205449,
"AUT","UNEMP","TOT","PC_LF","Q","2004-Q2",5.522748,
"AUT","UNEMP","TOT","PC_LF","Q","2004-Q3",5.62569,
"AUT","UNEMP","TOT","PC_LF","Q","2004-Q4",5.595198,
"AUT","UNEMP","TOT","PC_LF","Q","2005-Q1",5.182307,
"AUT","UNEMP","TOT","PC_LF","Q","2005-Q2",5.756529,
"AUT","UNEMP","TOT","PC_LF","Q","2005-Q3",5.797186,
"AUT","UNEMP","TOT","PC_LF","Q","2005-Q4",5.765255,
"AUT","UNEMP","TOT","PC_LF","Q","2006-Q1",5.535871,
"AUT","UNEMP","TOT","PC_LF","Q","2006-Q2",5.352843,
"AUT","UNEMP","TOT","PC_LF","Q","2006-Q3",5.061337,
"AUT","UNEMP","TOT","PC_LF","Q","2006-Q4",5.023844,
"AUT","UNEMP","TOT","PC_LF","Q","2007-Q1",4.822322,
"AUT","UNEMP","TOT","PC_LF","Q","2007-Q2",5.147878,
"AUT","UNEMP","TOT","PC_LF","Q","2007-Q3",4.96056,
"AUT","UNEMP","TOT","PC_LF","Q","2007-Q4",4.503324,
"AUT","UNEMP","TOT","PC_LF","Q","2008-Q1",4.203765,
"AUT","UNEMP","TOT","PC_LF","Q","2008-Q2",3.811136,
"AUT","UNEMP","TOT","PC_LF","Q","2008-Q3",4.078851,
"AUT","UNEMP","TOT","PC_LF","Q","2008-Q4",4.414262,
"AUT","UNEMP","TOT","PC_LF","Q","2009-Q1",4.684128,
"AUT","UNEMP","TOT","PC_LF","Q","2009-Q2",5.352239,
"AUT","UNEMP","TOT","PC_LF","Q","2009-Q3",5.741871,
"AUT","UNEMP","TOT","PC_LF","Q","2009-Q4",5.423489,
"AUT","UNEMP","TOT","PC_LF","Q","2010-Q1",4.966547,
